CityCode,StateAbbr,StateDesc,CityName,DataSource,Category,Data_Value_Type,Data_Value,MeasureId,Short_Question_Text,LongMeasureName
C-227,IL,Illinois,Evanston,BRFSS,Health Outcomes,Crude prevalence,2.3,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Health Outcomes,Crude prevalence,9.6,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Health Outcomes,Crude prevalence,8.5,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Health Outcomes,Crude prevalence,2.2,STROKE,Stroke,Stroke among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Health Outcomes,Crude prevalence,8.4,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,8.5,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,73.2,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,69.9,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,76.7,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,66.4,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,39.5,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,31,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,71.1,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,79.1,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-227,IL,Illinois,Evanston,BRFSS,Prevention,Crude prevalence,86.2,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-227,IL,Illinois,Evanston,BRFSS,Unhealthy Behaviors,Crude prevalence,23.5,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Unhealthy Behaviors,Crude prevalence,12.3,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Unhealthy Behaviors,Crude prevalence,17.5,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Unhealthy Behaviors,Crude prevalence,25.1,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-227,IL,Illinois,Evanston,BRFSS,Unhealthy Behaviors,Crude prevalence,31.1,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,21.8,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,28.4,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,5.2,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,9.7,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,5.3,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,6.1,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,9.5,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,33.3,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,2.7,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,12.5,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,12.7,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,2.8,STROKE,Stroke,Stroke among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Health Outcomes,Crude prevalence,18.7,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,15.8,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,71.3,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,66.5,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,71.5,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,58,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,31.9,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,26.2,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,58.2,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,75.6,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-228,IL,Illinois,Joliet,BRFSS,Prevention,Crude prevalence,83.7,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-228,IL,Illinois,Joliet,BRFSS,Unhealthy Behaviors,Crude prevalence,20.3,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Unhealthy Behaviors,Crude prevalence,20.5,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Unhealthy Behaviors,Crude prevalence,27.9,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Unhealthy Behaviors,Crude prevalence,37.6,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-228,IL,Illinois,Joliet,BRFSS,Unhealthy Behaviors,Crude prevalence,34.8,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,20.9,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,25.5,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,5.9,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,8.1,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,4.2,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,4,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,6.9,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,33.1,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,2.1,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,8.6,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,8.7,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,1.8,STROKE,Stroke,Stroke among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Health Outcomes,Crude prevalence,7.4,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,6.4,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,74.7,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,68.6,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,81.6,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,68,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,37.5,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,32.2,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,75.2,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,79.1,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-229,IL,Illinois,Naperville,BRFSS,Prevention,Crude prevalence,85.2,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-229,IL,Illinois,Naperville,BRFSS,Unhealthy Behaviors,Crude prevalence,21.3,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Unhealthy Behaviors,Crude prevalence,12.3,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Unhealthy Behaviors,Crude prevalence,16.9,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Unhealthy Behaviors,Crude prevalence,27.2,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-229,IL,Illinois,Naperville,BRFSS,Unhealthy Behaviors,Crude prevalence,30.1,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,19.8,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,26.3,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,6,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,8.5,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,4.6,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,4.8,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,7.3,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,34,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,2.3,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,10,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,9.6,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,2.1,STROKE,Stroke,Stroke among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Health Outcomes,Crude prevalence,8.5,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,10.3,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,71.8,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,68.3,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,78.8,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,64.1,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,40.6,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,32.9,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,69.9,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,76.7,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-230,IL,Illinois,Palatine,BRFSS,Prevention,Crude prevalence,85.4,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-230,IL,Illinois,Palatine,BRFSS,Unhealthy Behaviors,Crude prevalence,24.3,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Unhealthy Behaviors,Crude prevalence,14.3,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Unhealthy Behaviors,Crude prevalence,19.1,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Unhealthy Behaviors,Crude prevalence,25.8,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-230,IL,Illinois,Palatine,BRFSS,Unhealthy Behaviors,Crude prevalence,31.3,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,26.6,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,32.5,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,6.4,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,10.1,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,6.6,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,7.1,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,10.8,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,35.6,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,3.1,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,13.1,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,13.7,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,3.5,STROKE,Stroke,Stroke among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Health Outcomes,Crude prevalence,16.6,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,12.1,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,76.4,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,69.5,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,72.8,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,61.7,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,34.7,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,29.4,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,59.3,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,78,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-231,IL,Illinois,Peoria,BRFSS,Prevention,Crude prevalence,83.4,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-231,IL,Illinois,Peoria,BRFSS,Unhealthy Behaviors,Crude prevalence,18.6,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Unhealthy Behaviors,Crude prevalence,20.1,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Unhealthy Behaviors,Crude prevalence,26.1,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Unhealthy Behaviors,Crude prevalence,35.3,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-231,IL,Illinois,Peoria,BRFSS,Unhealthy Behaviors,Crude prevalence,33.7,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,28.7,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,34.9,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,6.7,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,10.4,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,7.4,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,8.2,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,11.9,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,39,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,3.4,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,13.8,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,15.2,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,4,STROKE,Stroke,Stroke among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Health Outcomes,Crude prevalence,18.6,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,15.5,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,77.6,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,68.3,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,72.5,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,58.2,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,32.1,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,26.7,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,56.3,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,72.4,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-232,IL,Illinois,Rockford,BRFSS,Prevention,Crude prevalence,82.5,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-232,IL,Illinois,Rockford,BRFSS,Unhealthy Behaviors,Crude prevalence,16.6,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Unhealthy Behaviors,Crude prevalence,22.8,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Unhealthy Behaviors,Crude prevalence,30.3,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Unhealthy Behaviors,Crude prevalence,36.3,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-232,IL,Illinois,Rockford,BRFSS,Unhealthy Behaviors,Crude prevalence,38.8,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,19.9,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,26.5,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,6.2,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,8.2,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,4.6,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,4.6,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-233,IL,Illinois,Schaumburg,BRFSS,Health Outcomes,Crude prevalence,7.3,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
